odds_id,event_id,sport,match,market,market_params,bookmaker,outcome,odds,timestamp,is_active
328b4aa5-ddd8-4b7b-8d24-39aa3fa5f925,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Match Winner,,Paddy Power,Draw,3.27,2025-11-11T00:14:04.484555,True
d9cb664b-942e-4161-ae7f-ec1790b37590,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Match Winner,,Paddy Power,Barcelona,2.24,2025-11-11T00:14:04.484555,True
478325b3-d5fe-43d4-8e54-e7c62e697de7,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Match Winner,,888sport,Real Madrid,2.24,2025-11-11T00:14:04.484555,True
bf219e47-6b90-4123-adfb-f1fb5628027f,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Match Winner,,888sport,Draw,4.11,2025-11-11T00:14:04.484555,True
cfcb2230-e072-4227-9547-4d8920b2e37c,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Match Winner,,888sport,Barcelona,2.6,2025-11-11T00:14:04.484555,True
49042f06-2e0e-4659-9a12-55550392837c,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Bwin,Over 2.5,2.21,2025-11-11T00:14:04.484555,True
5069bc80-36ae-4f85-baac-0fa54e03a73d,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Bwin,Under 2.5,1.83,2025-11-11T00:14:04.484555,True
c2a52539-a182-4afb-bc7c-e2c8900aaab0,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Ladbrokes,Over 2.5,1.77,2025-11-11T00:14:04.484555,True
ccdc948b-7a35-4db6-b77d-cbd040187d3e,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Ladbrokes,Under 2.5,2.31,2025-11-11T00:14:04.484555,True
adb4598c-960b-4383-a30f-3069515b6f4b,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Betway,Over 2.5,1.99,2025-11-11T00:14:04.484555,True
c62fe7a7-44b4-481d-a00e-2695ea3f2791,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Betway,Under 2.5,1.99,2025-11-11T00:14:04.484555,True
b01f2566-70ee-47cb-a89f-aad5a796b3f9,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Betfair,Over 2.5,2.22,2025-11-11T00:14:04.484555,True
765f4528-c881-488f-9c8e-5707c59379dd,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Betfair,Under 2.5,1.82,2025-11-11T00:14:04.484555,True
39bcd7d0-ebde-4910-965d-22e84b1f560d,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Bet365,Over 2.5,2.21,2025-11-11T00:14:04.484555,True
6bdc204b-fc44-4145-83c8-63e90fc2ad6a,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Over/Under,2.5,Bet365,Under 2.5,1.86,2025-11-11T00:14:04.484555,True
8814d6e8-ca49-431c-b8fc-34443effd221,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,William Hill,Yes,2.03,2025-11-11T00:14:04.484555,True
53e35e27-eb2c-46e3-9d47-d6852738f89e,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,William Hill,No,1.95,2025-11-11T00:14:04.484555,True
6488b386-40ab-4752-aa24-31f0bd64058c,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,888sport,Yes,1.99,2025-11-11T00:14:04.484555,True
7e3c4572-3411-4926-9d52-b518feb12430,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,888sport,No,1.98,2025-11-11T00:14:04.484555,True
67cf9ed0-d33c-44a4-8bf5-b8b4209b2f6c,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Unibet,Yes,2.0,2025-11-11T00:14:04.484555,True
8b72eafc-4819-4b2c-94d7-3a46fdfb6b6b,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Unibet,No,1.96,2025-11-11T00:14:04.484555,True
2785719a-04b2-4a76-ab54-e547c1b77ea9,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Bwin,Yes,2.17,2025-11-11T00:14:04.484555,True
43adb016-1299-4801-83ac-cde80bc7a60b,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Bwin,No,1.85,2025-11-11T00:14:04.484555,True
ff688329-c651-4512-a55d-8fdb6308a8b5,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Betway,Yes,1.77,2025-11-11T00:14:04.484555,True
a7174e42-7c0d-457e-a6c6-8244523f82dd,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Betway,No,2.33,2025-11-11T00:14:04.484555,True
bd79bb9d-31c1-46bb-8037-f907dcf03d52,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Bet365,Yes,1.92,2025-11-11T00:14:04.484555,True
aaa559af-19a0-419d-96b7-ef088d8dbb13,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Both Teams to Score,,Bet365,No,2.05,2025-11-11T00:14:04.484555,True
177ff91c-a477-461b-8844-fa8d6d631c89,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,1.5,Bwin,Real Madrid 1.5,1.93,2025-11-11T00:14:04.484555,True
12293848-b7fe-4c60-9667-cddaaedc05ae,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,1.5,Bwin,Barcelona +1.5,2.05,2025-11-11T00:14:04.484555,True
8321e33b-ddb4-4641-a109-00a026a649b7,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,2.0,888sport,Real Madrid 2.0,1.77,2025-11-11T00:14:04.484555,True
bc0754c8-6869-4ac8-bf93-f1b36822d1be,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,2.0,888sport,Barcelona +2.0,2.26,2025-11-11T00:14:04.484555,True
08efc88b-24c1-4db1-88e7-a805dba6e7e4,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,1.5,Bet365,Real Madrid 1.5,2.08,2025-11-11T00:14:04.484555,True
b77bd5c6-cb72-401d-b84a-658a3e6ae9d5,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,1.5,Bet365,Barcelona +1.5,1.95,2025-11-11T00:14:04.484555,True
414d70a1-aa0c-4a51-8134-2f48076f055d,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,1.5,Betfair,Real Madrid 1.5,2.02,2025-11-11T00:14:04.484555,True
5a27411e-0db5-4d13-9983-41922dde6ce3,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,1.5,Betfair,Barcelona +1.5,1.95,2025-11-11T00:14:04.484555,True
fcd32bb7-4119-4156-9d1f-4e9bdf1446ad,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,0.5,Betway,Real Madrid 0.5,1.96,2025-11-11T00:14:04.484555,True
d4ed8d79-9b96-460e-af37-30827e194d9e,5f8e5459-93d6-4a05-a582-523151d85720,Football,Real Madrid vs Barcelona,Spread,0.5,Betway,Barcelona +0.5,2.06,2025-11-11T00:14:04.484555,True
39fd45e6-8976-4a61-a29e-d155f293bca3,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Betfair,Bayern Munich,3.01,2025-11-11T00:14:04.484555,True
e85e06a3-a83a-4c73-96af-696f35a2e7dd,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Betfair,Draw,3.91,2025-11-11T00:14:04.484555,True
cbe02ac3-c87e-4235-8fea-0e0be2653b73,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Betfair,Borussia Dortmund,3.39,2025-11-11T00:14:04.484555,True
e18c58a2-be92-4e4f-abb1-28762d7998c1,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,William Hill,Bayern Munich,3.01,2025-11-11T00:14:04.484555,True
4e8eb78a-2399-4ec2-a029-40623c22b8de,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,William Hill,Draw,3.18,2025-11-11T00:14:04.484555,True
f29d0568-45c0-4802-9c2a-338b265d5181,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,William Hill,Borussia Dortmund,3.22,2025-11-11T00:14:04.484555,True
5fcde12c-4200-4c72-952e-ccbb4e632ec1,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Paddy Power,Bayern Munich,2.64,2025-11-11T00:14:04.484555,True
31a34ab0-516f-41d2-89a1-d0ee4ed739ec,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Paddy Power,Draw,3.56,2025-11-11T00:14:04.484555,True
32deb22c-dd9a-4c40-a36b-81ad945a22bf,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Paddy Power,Borussia Dortmund,2.97,2025-11-11T00:14:04.484555,True
3db34753-f0ca-4a91-92fb-e48bb01ac9fd,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Coral,Bayern Munich,3.58,2025-11-11T00:14:04.484555,True
eae821ba-071d-4be1-bb05-ea6083edfce7,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Coral,Draw,4.27,2025-11-11T00:14:04.484555,True
f1c5f9a1-bd08-4d1c-b62f-51066816b41b,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Coral,Borussia Dortmund,2.68,2025-11-11T00:14:04.484555,True
0d59098d-21a4-43a3-bd8b-64c0f5546961,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,888sport,Bayern Munich,2.59,2025-11-11T00:14:04.484555,True
38e397d7-9257-4bbd-86bb-d83bdd9caa24,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,888sport,Draw,3.26,2025-11-11T00:14:04.484555,True
88928dfe-5da2-442e-81f9-57d9050c36d1,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,888sport,Borussia Dortmund,3.23,2025-11-11T00:14:04.484555,True
fe0f06c5-1c9b-4fb0-bc4f-339be4af30ba,154f97b5-e9d1-425f-b736-22032f315727,Football,Bayern Munich vs Borussia Dortmund,Match Winner,,Unibet,Bayern Munich,2.58,2025-11-11T00:14:04.484555,True
